Transaction ID,Transaction Date,Transaction Time,Transaction Quantity,Store ID,Store Location,Product ID,Unit Price,Product Category,Product Type,Product Detail
2789,1/6/23,19:40:40,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
2790,1/6/23,19:42:00,2,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot
2791,1/6/23,19:44:52,1,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
2792,1/6/23,19:50:55,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
2793,1/6/23,19:55:10,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
2794,1/6/23,19:57:06,1,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
2795,1/7/23,6:08:57,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
2796,1/7/23,6:09:45,2,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
2797,1/7/23,6:27:23,1,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
2797,1/7/23,6:27:23,2,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup
2798,1/7/23,7:00:50,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
2798,1/7/23,7:00:50,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
2799,1/7/23,7:01:52,1,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
2800,1/7/23,7:02:40,2,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg
2801,1/7/23,7:04:43,1,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino
2802,1/7/23,7:04:51,2,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
2803,1/7/23,7:05:31,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
2804,1/7/23,7:07:56,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
2804,1/7/23,7:07:56,1,5,Lower Manhattan,12,8.95,Loose Tea,Herbal tea,Peppermint
2805,1/7/23,7:09:45,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
2806,1/7/23,7:12:07,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
2807,1/7/23,7:12:59,2,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
2808,1/7/23,7:14:02,2,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
2808,1/7/23,7:14:02,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone
2809,1/7/23,7:20:01,2,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
2810,1/7/23,7:21:33,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
2810,1/7/23,7:21:33,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti
2811,1/7/23,7:22:11,2,5,Lower Manhattan,26,3,Coffee,Organic brewed coffee,Brazilian Rg
2812,1/7/23,7:22:28,1,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
2812,1/7/23,7:22:28,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
2813,1/7/23,7:26:45,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
2814,1/7/23,7:29:52,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
2815,1/7/23,7:30:09,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
2815,1/7/23,7:30:09,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant
2816,1/7/23,7:30:22,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
2817,1/7/23,7:32:36,1,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
2818,1/7/23,7:37:17,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
2819,1/7/23,7:37:20,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
2820,1/7/23,7:37:21,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
2820,1/7/23,7:37:21,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
2821,1/7/23,7:39:14,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
2822,1/7/23,7:39:29,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
2822,1/7/23,7:39:29,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
2823,1/7/23,7:42:21,2,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
2824,1/7/23,7:43:33,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
2825,1/7/23,7:44:17,1,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
2825,1/7/23,7:44:17,1,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup
2825,1/7/23,7:44:17,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone
2825,1/7/23,7:44:17,1,5,Lower Manhattan,6,21,Coffee beans,Gourmet Beans,Ethiopia
2826,1/7/23,7:44:20,2,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
2827,1/7/23,7:45:15,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
2827,1/7/23,7:45:15,1,5,Lower Manhattan,9,28,Coffee beans,Organic Beans,Organic Decaf Blend
2828,1/7/23,7:47:34,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
2829,1/7/23,7:49:59,2,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
2830,1/7/23,7:50:42,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
2830,1/7/23,7:50:42,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
2830,1/7/23,7:50:42,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
2830,1/7/23,7:50:42,1,5,Lower Manhattan,9,28,Coffee beans,Organic Beans,Organic Decaf Blend
2831,1/7/23,7:53:15,2,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
2832,1/7/23,7:54:14,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
2833,1/7/23,7:55:28,1,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
2834,1/7/23,7:58:14,2,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
2834,1/7/23,7:58:14,1,5,Lower Manhattan,77,3,Bakery,Scone,Oatmeal Scone
2835,1/7/23,8:01:24,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
2836,1/7/23,8:02:29,1,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
2837,1/7/23,8:03:02,1,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
2838,1/7/23,8:03:27,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
2839,1/7/23,8:03:40,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
2839,1/7/23,8:03:40,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant
2840,1/7/23,8:03:46,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
2841,1/7/23,8:08:47,2,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
2842,1/7/23,8:09:37,1,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
2842,1/7/23,8:09:37,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
2842,1/7/23,8:09:37,1,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
2843,1/7/23,8:14:20,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
2844,1/7/23,8:17:07,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
2844,1/7/23,8:17:07,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant
2845,1/7/23,8:17:28,2,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
2846,1/7/23,8:17:52,2,5,Lower Manhattan,26,3,Coffee,Organic brewed coffee,Brazilian Rg
2847,1/7/23,8:18:07,1,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot
2847,1/7/23,8:18:07,1,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
2848,1/7/23,8:18:15,2,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg
2849,1/7/23,8:18:19,2,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg
2850,1/7/23,8:18:26,1,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
2851,1/7/23,8:18:30,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
2852,1/7/23,8:20:30,1,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot
2852,1/7/23,8:20:30,1,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup
2853,1/7/23,8:20:52,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
2854,1/7/23,8:21:36,1,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
2854,1/7/23,8:21:36,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone 
2855,1/7/23,8:23:10,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
2856,1/7/23,8:24:24,2,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
2857,1/7/23,8:25:03,2,5,Lower Manhattan,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
2858,1/7/23,8:25:38,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
2859,1/7/23,8:26:11,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
2860,1/7/23,8:27:02,2,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
2861,1/7/23,8:27:39,1,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
2862,1/7/23,8:27:46,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
2863,1/7/23,8:30:51,1,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
2864,1/7/23,8:31:36,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
2865,1/7/23,8:31:52,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
2866,1/7/23,8:32:16,2,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
2866,1/7/23,8:32:16,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg
2866,1/7/23,8:32:16,1,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup
2867,1/7/23,8:34:42,1,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
2867,1/7/23,8:34:42,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone
2868,1/7/23,8:35:18,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
2868,1/7/23,8:35:18,2,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup
2868,1/7/23,8:35:18,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant
2869,1/7/23,8:35:21,2,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
2869,1/7/23,8:35:21,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone
2870,1/7/23,8:35:23,1,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
2871,1/7/23,8:35:26,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
2872,1/7/23,8:35:35,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
2872,1/7/23,8:35:35,2,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup
2872,1/7/23,8:35:35,1,5,Lower Manhattan,77,3,Bakery,Scone,Oatmeal Scone
2873,1/7/23,8:35:40,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
2874,1/7/23,8:36:17,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino
2874,1/7/23,8:36:17,2,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
2875,1/7/23,8:36:53,2,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg
2876,1/7/23,8:38:09,1,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
2877,1/7/23,8:38:12,2,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
2878,1/7/23,8:38:46,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
2879,1/7/23,8:38:54,1,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg
2880,1/7/23,8:39:02,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
2881,1/7/23,8:39:05,2,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
2882,1/7/23,8:39:18,1,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
2883,1/7/23,8:39:52,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
2884,1/7/23,8:41:35,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
2884,1/7/23,8:41:35,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone
2885,1/7/23,8:42:11,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
2886,1/7/23,8:42:14,2,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
2887,1/7/23,8:46:10,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino
2887,1/7/23,8:46:10,2,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup
2888,1/7/23,8:49:16,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg
2888,1/7/23,8:49:16,2,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup
2889,1/7/23,8:50:43,1,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
2890,1/7/23,8:52:26,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
2891,1/7/23,8:53:13,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
2892,1/7/23,8:54:23,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
2892,1/7/23,8:54:23,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone
2893,1/7/23,8:54:48,2,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg
2893,1/7/23,8:54:48,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
2894,1/7/23,8:56:03,1,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
2894,1/7/23,8:56:03,1,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
2895,1/7/23,8:56:45,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
2896,1/7/23,8:57:19,2,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
2897,1/7/23,8:57:22,1,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
2898,1/7/23,8:58:13,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
2899,1/7/23,8:58:42,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
2899,1/7/23,8:58:42,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
2900,1/7/23,8:59:09,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino
2900,1/7/23,8:59:09,2,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup
2901,1/7/23,9:00:23,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
2902,1/7/23,9:02:02,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
2903,1/7/23,9:03:52,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
2904,1/7/23,9:04:06,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
2905,1/7/23,9:04:12,2,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
2906,1/7/23,9:04:31,2,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
2907,1/7/23,9:04:39,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
2908,1/7/23,9:04:51,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
2909,1/7/23,9:05:19,1,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
2909,1/7/23,9:05:19,1,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup
2909,1/7/23,9:05:19,1,5,Lower Manhattan,9,28,Coffee beans,Organic Beans,Organic Decaf Blend
2910,1/7/23,9:06:16,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
2911,1/7/23,9:06:26,2,5,Lower Manhattan,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
2912,1/7/23,9:06:36,1,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
2913,1/7/23,9:07:23,1,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
2913,1/7/23,9:07:23,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
2914,1/7/23,9:08:57,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
2915,1/7/23,9:09:10,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
2916,1/7/23,9:10:06,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
2916,1/7/23,9:10:06,1,8,Hell's Kitchen,63,0.8,Flavours,Regular syrup,Carmel syrup
2917,1/7/23,9:13:58,1,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
2918,1/7/23,9:14:46,2,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
2918,1/7/23,9:14:46,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
2919,1/7/23,9:18:36,2,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
2920,1/7/23,9:19:48,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
2920,1/7/23,9:19:48,2,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup
2921,1/7/23,9:22:17,2,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
2922,1/7/23,9:22:43,1,5,Lower Manhattan,26,3,Coffee,Organic brewed coffee,Brazilian Rg
2923,1/7/23,9:22:44,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
2924,1/7/23,9:23:04,2,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
2925,1/7/23,9:23:23,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
2926,1/7/23,9:23:49,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
2927,1/7/23,9:24:33,2,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg
2928,1/7/23,9:29:10,1,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg
2929,1/7/23,9:29:32,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
2930,1/7/23,9:29:36,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
2931,1/7/23,9:29:53,1,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
2932,1/7/23,9:30:59,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
2932,1/7/23,9:30:59,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti
2933,1/7/23,9:31:48,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
2933,1/7/23,9:31:48,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
2934,1/7/23,9:31:57,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
2934,1/7/23,9:31:57,1,5,Lower Manhattan,19,6.4,Packaged Chocolate,Drinking Chocolate,Dark chocolate
2935,1/7/23,9:33:15,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
2936,1/7/23,9:37:41,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
2936,1/7/23,9:37:41,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant
2937,1/7/23,9:40:36,2,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
2938,1/7/23,9:40:55,1,5,Lower Manhattan,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
2939,1/7/23,9:42:52,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
2939,1/7/23,9:42:52,1,5,Lower Manhattan,7,19.75,Coffee beans,Premium Beans,Jamacian Coffee River
2939,1/7/23,9:42:52,1,5,Lower Manhattan,9,12,Coffee beans,Organic Beans,Organic Decaf Blend
2940,1/7/23,9:44:57,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
2940,1/7/23,9:44:57,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
2940,1/7/23,9:44:57,1,8,Hell's Kitchen,1,18,Coffee beans,Organic Beans,Brazilian - Organic
2941,1/7/23,9:46:24,1,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
2942,1/7/23,9:47:30,2,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg
2943,1/7/23,9:48:19,2,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
2944,1/7/23,9:49:02,1,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
2945,1/7/23,9:53:35,1,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
2946,1/7/23,9:55:05,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
2947,1/7/23,9:55:20,1,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
2948,1/7/23,9:57:15,2,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
2949,1/7/23,9:57:28,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
2950,1/7/23,9:59:35,2,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
2951,1/7/23,10:00:37,2,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
2952,1/7/23,10:00:41,2,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
2952,1/7/23,10:00:41,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
2953,1/7/23,10:01:05,1,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
2954,1/7/23,10:01:15,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
2955,1/7/23,10:01:43,1,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
2955,1/7/23,10:01:43,1,5,Lower Manhattan,77,3,Bakery,Scone,Oatmeal Scone
2956,1/7/23,10:03:00,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
2956,1/7/23,10:03:00,2,8,Hell's Kitchen,63,0.8,Flavours,Regular syrup,Carmel syrup
2957,1/7/23,10:03:16,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
2957,1/7/23,10:03:16,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
2958,1/7/23,10:04:24,1,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
2959,1/7/23,10:05:43,1,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
2960,1/7/23,10:06:54,2,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
2960,1/7/23,10:06:54,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant
2961,1/7/23,10:08:21,1,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
2962,1/7/23,10:09:33,1,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
2963,1/7/23,10:10:10,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
2963,1/7/23,10:10:10,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti
2963,1/7/23,10:10:10,1,8,Hell's Kitchen,17,9.5,Loose Tea,Chai tea,Morning Sunrise Chai
2964,1/7/23,10:10:12,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
2965,1/7/23,10:11:01,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
